repo,commit,file_path,language,has_defect,lines,function_count,class_count,import_count,export_count,avg_complexity,max_complexity,fan_in,fan_out,code_smell_count,has_test
"zod","95ccab423aec720b2523c3a64cdc7e3204537cc7","packages/zod/src/v4/core/registries.ts","typescript",0,106,6,1,2,10,2.5,4,2,15,0,0
"zod","ad0b82713e70e53707dd5e6497c9d922fcba3721","packages/zod/src/v4/core/schemas.ts","typescript",1,4692,27,0,12,336,5.15,14,59,659,7,0
"zod","ad0b82713e70e53707dd5e6497c9d922fcba3721","scripts/write-stub-package-jsons.ts","typescript",1,88,2,0,2,0,6.5,9,3,19,1,0
"zod","ad0b82713e70e53707dd5e6497c9d922fcba3721","packages/zod/src/v4/locales/ro.ts","typescript",0,130,3,0,3,1,1.33,2,3,14,1,0
"zod","ad0b82713e70e53707dd5e6497c9d922fcba3721","packages/zod/src/v4/locales/ps.ts","typescript",0,127,3,0,3,1,1.33,2,3,15,1,0
"zod","ec979ad783a9e9c992d3c9bd4e5f3b56110b1ef8","packages/zod/src/v4/core/schemas.ts","typescript",1,4608,26,0,12,336,4.81,14,59,655,7,0
"zod","ec979ad783a9e9c992d3c9bd4e5f3b56110b1ef8","scripts/write-stub-package-jsons.ts","typescript",0,88,2,0,2,0,6.5,9,3,19,1,0
"zod","57d80a82bde8877f3eb79e5dad9786096c37490f","packages/zod/src/v4/core/parse.ts","typescript",1,196,12,0,4,37,1,1,20,49,1,0
"zod","57d80a82bde8877f3eb79e5dad9786096c37490f","packages/zod/src/v4/locales/vi.ts","typescript",0,118,3,0,3,1,1.33,2,3,15,1,0
"zod","8fcb71a5ffa5b32a508ac8bb38b7e1e13c387bf5","packages/zod/src/v4/core/schemas.ts","typescript",1,4606,26,0,12,336,4.77,14,59,655,7,0
"zod","8fcb71a5ffa5b32a508ac8bb38b7e1e13c387bf5","packages/treeshake/zod3-boolean.ts","typescript",0,5,0,0,1,0,0,0,0,4,0,0
"zod","fa4a37404966d7ada0f5bb02ceeb592f1d4d9c52","packages/zod/src/v4/core/to-json-schema.ts","typescript",1,622,10,0,5,15,14.2,32,35,87,14,0
"zod","fa4a37404966d7ada0f5bb02ceeb592f1d4d9c52","packages/zod/src/v4/locales/ru.ts","typescript",0,177,4,0,3,1,2.5,6,5,20,1,0
"zod","757f0b0f5217e0e7125478cd91af1e2c0cd21aa9","packages/zod/src/v4/classic/schemas.ts","typescript",1,2452,93,0,8,262,1.17,4,45,628,2,0
"zod","757f0b0f5217e0e7125478cd91af1e2c0cd21aa9","packages/zod/src/v4/mini/schemas.ts","typescript",1,1948,101,1,3,263,1.16,4,20,329,2,0
"zod","757f0b0f5217e0e7125478cd91af1e2c0cd21aa9","packages/zod/src/v3/errors.ts","typescript",0,14,2,0,2,3,1,1,0,2,0,0
"zod","757f0b0f5217e0e7125478cd91af1e2c0cd21aa9","packages/bench/error-handling.ts","typescript",0,34,0,0,4,0,0,0,0,14,0,0
"zod","6217527e4880054dda5e4d33aa12192a36a35062","packages/zod/src/v4/classic/schemas.ts","typescript",1,2452,93,0,8,262,1.17,4,45,628,2,0
"zod","6217527e4880054dda5e4d33aa12192a36a35062","packages/treeshake/zod-locale.ts","typescript",0,6,0,0,2,0,0,0,0,4,0,0
"zod","195e86962b5156012a4cdcfbff87dffddce87b78","packages/zod/src/v4/core/schemas.ts","typescript",1,4570,26,0,12,336,4.77,14,59,650,7,0
"zod","195e86962b5156012a4cdcfbff87dffddce87b78","packages/zod/src/v4/classic/schemas.ts","typescript",0,2431,93,0,8,262,1.17,4,45,628,2,0
"zod","b9b62c65357c2b0fed4ae046a30c8e84e4094202","packages/zod/src/v4/core/schemas.ts","typescript",1,4572,26,0,12,336,4.77,14,59,650,7,0
"zod","b9b62c65357c2b0fed4ae046a30c8e84e4094202","packages/bench/instanceof.ts","typescript",0,70,12,1,2,0,1.58,3,11,29,1,0
"zod","584b1089e1fc7bfcc97797576eff8da85bcdf031","packages/zod/src/v4/core/util.ts","typescript",1,970,57,1,4,131,3.12,24,35,139,5,0
"zod","584b1089e1fc7bfcc97797576eff8da85bcdf031","packages/zod/src/v4/locales/de.ts","typescript",0,117,3,0,3,1,1.33,2,3,15,1,0
"zod","15cafa13940b7055cc21e4ef440a6a0c6b7af72b","packages/zod/src/v4/core/schemas.ts","typescript",1,4570,26,0,12,336,4.73,14,59,649,7,0
"zod","15cafa13940b7055cc21e4ef440a6a0c6b7af72b","packages/bench/array.ts","typescript",0,21,0,0,2,0,0,0,0,16,0,0
"zod","23edf4844bcd89fa37c549dab187ce7f86728540","packages/zod/src/v4/core/util.ts","typescript",1,967,57,1,4,131,3.09,24,35,139,5,0
"zod","23edf4844bcd89fa37c549dab187ce7f86728540","packages/zod/src/v3/types.ts","typescript",0,5139,249,39,9,188,2.55,59,295,848,32,0
"zod","34f601590351e5d3a57fe20c001155940ba65324","packages/zod/src/v3/benchmarks/ipv4.ts","typescript",0,58,0,0,1,1,0,0,0,22,0,0
"zod","b6b1288277e6ca87dab0ad1c7251b92612b7445c","packages/zod/src/v4/core/util.ts","typescript",1,965,57,1,4,131,3.05,24,35,139,5,0
"zod","b6b1288277e6ca87dab0ad1c7251b92612b7445c","packages/zod/src/v4/core/errors.ts","typescript",0,456,8,0,5,42,4.63,11,9,49,4,0
"zod","bf6d99ed76be86e4871d2381ecd9832293c13406","packages/resolution/src/index.ts","typescript",1,38,0,0,9,0,0,0,0,42,0,0
"zod","bf6d99ed76be86e4871d2381ecd9832293c13406","packages/zod/src/v4/classic/checks.ts","typescript",0,33,0,0,0,30,0,0,0,0,0,0
"zod","4c03c20d2bc7e013e8b80ce55380cd4b82bfe352","packages/zod/src/v4/locales/fr.ts","typescript",1,117,3,0,3,1,1.33,2,3,15,1,0
"zod","4c03c20d2bc7e013e8b80ce55380cd4b82bfe352","packages/zod/src/v4/locales/en.ts","typescript",0,124,3,0,3,1,1.33,2,3,17,1,0
"zod","cc9139d209001bfdeb23dfe2d5b0262c02c950cf","packages/zod/src/v4/classic/schemas.ts","typescript",1,2422,93,0,8,262,1.15,4,44,626,2,0
"zod","cc9139d209001bfdeb23dfe2d5b0262c02c950cf","packages/zod/src/v4/mini/schemas.ts","typescript",1,1922,101,1,3,263,1.14,4,19,327,2,0
"zod","cc9139d209001bfdeb23dfe2d5b0262c02c950cf","packages/treeshake/zod3-string.ts","typescript",0,5,0,0,1,0,0,0,0,5,0,0
"zod","cc9139d209001bfdeb23dfe2d5b0262c02c950cf","packages/zod/src/v4/locales/id.ts","typescript",0,116,3,0,3,1,1.33,2,3,15,1,0
"zod","2564caa440e690fd3ad58ce55fdff0fe073d6cc0","packages/zod/src/v4/core/util.ts","typescript",1,973,57,1,4,131,3.14,24,35,148,5,0
"zod","2564caa440e690fd3ad58ce55fdff0fe073d6cc0","packages/zod/src/v4/locales/zh-TW.ts","typescript",0,116,3,0,3,1,1.33,2,3,15,1,0
"zod","2564caa440e690fd3ad58ce55fdff0fe073d6cc0","packages/zod/src/mini/index.ts","typescript",0,4,0,0,1,1,0,0,0,1,0,0
"zod","c7a8ccc0d0fb4f2bd1c938b8d79873a8ebd6573e","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,649,5,0,6,1,31,107,20,193,7,0
"zod","c7a8ccc0d0fb4f2bd1c938b8d79873a8ebd6573e","packages/tsc/bench/index.ts","typescript",0,26,1,0,1,0,3,3,2,12,0,0
"zod","b6a3b3369a5b9fdde9adde8203b96b71c0634ad5","packages/zod/src/v4/core/schemas.ts","typescript",1,4559,26,0,12,336,4.73,14,59,648,7,0
"zod","b6a3b3369a5b9fdde9adde8203b96b71c0634ad5","packages/zod/src/v4/locales/ja.ts","typescript",0,115,3,0,3,1,1.33,2,3,15,1,0
"zod","a1cf8a9312582591d9cdccdd677ba1d90e706cc0","packages/zod/src/v4/core/to-json-schema.ts","typescript",1,614,10,0,5,15,13.9,32,35,86,14,0
"zod","a1cf8a9312582591d9cdccdd677ba1d90e706cc0","play.ts","typescript",0,9,0,0,1,0,0,0,0,8,0,0
"zod","f457edf1e504787eadfe2dffe51a77c64e3f0e17","packages/zod/src/v4/core/schemas.ts","typescript",1,4559,26,0,12,336,4.73,14,59,648,7,0
"zod","f457edf1e504787eadfe2dffe51a77c64e3f0e17","packages/bench/jit-union.ts","typescript",0,80,0,0,3,0,0,0,0,48,0,0
"zod","e06af5de314f1cad8dfaa0a5f1909e21ffff9e49","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,644,5,0,6,1,31,109,20,193,7,0
"zod","e06af5de314f1cad8dfaa0a5f1909e21ffff9e49","packages/bench/key-iteration.ts","typescript",0,51,0,0,1,0,0,0,0,8,0,0
"zod","2e5b23dcd41eb257bda434b9997fd60a19cdf38f","packages/zod/src/v4/core/schemas.ts","typescript",1,4557,26,0,12,336,4.73,14,59,647,7,0
"zod","2e5b23dcd41eb257bda434b9997fd60a19cdf38f","packages/zod/src/v3/benchmarks/union.ts","typescript",0,81,0,0,2,1,0,0,0,32,0,0
"zod","518f15ddada3b5d959f4ff32b094789e2d85349a","packages/zod/src/v4/core/errors.ts","typescript",1,455,8,0,5,42,4.63,11,9,49,4,0
"zod","518f15ddada3b5d959f4ff32b094789e2d85349a","packages/zod/src/v4/core/schemas.ts","typescript",1,4557,26,0,12,336,4.73,14,59,645,7,0
"zod","518f15ddada3b5d959f4ff32b094789e2d85349a","packages/zod/src/v4/locales/en.ts","typescript",1,120,3,0,3,1,1.33,2,3,14,1,0
"zod","518f15ddada3b5d959f4ff32b094789e2d85349a","packages/bench/object-async.ts","typescript",0,14,0,0,2,0,0,0,0,6,0,0
"zod","518f15ddada3b5d959f4ff32b094789e2d85349a","packages/zod/src/v4/locales/ca.ts","typescript",0,117,3,0,3,1,1.33,2,3,15,1,0
"zod","9cf868d20cdaf4cf80f6d33a6eaf31582f1cdeba","packages/zod/src/v4/classic/external.ts","typescript",1,52,0,0,2,34,0,0,0,4,0,0
"zod","9cf868d20cdaf4cf80f6d33a6eaf31582f1cdeba","packages/zod/src/v4/mini/external.ts","typescript",1,41,0,0,0,27,0,0,0,0,0,0
"zod","9cf868d20cdaf4cf80f6d33a6eaf31582f1cdeba","packages/bench/index.ts","typescript",0,21,1,0,1,0,2,2,2,10,0,0
"zod","9cf868d20cdaf4cf80f6d33a6eaf31582f1cdeba","packages/zod/src/v4/mini/coerce.ts","typescript",0,28,5,0,2,5,1,1,0,7,0,0
"zod","08b14b51501335a3e0de3cb92c3b2fdeae00a0d6","packages/zod/src/v4/core/errors.ts","typescript",1,452,8,0,5,42,4.63,11,9,49,4,0
"zod","08b14b51501335a3e0de3cb92c3b2fdeae00a0d6","packages/bench/safe.ts","typescript",0,67,3,1,2,0,1,1,2,9,0,0
"zod","f533671752ae7247bc25dca8f2dbfda80fa2fccc","packages/zod/src/v4/core/errors.ts","typescript",1,449,8,0,5,42,4.63,11,9,49,4,0
"zod","f533671752ae7247bc25dca8f2dbfda80fa2fccc","packages/bench/libs.ts","typescript",0,58,0,0,5,0,0,0,0,29,0,0
"zod","d3c0ec8764ede3aa7f7c7d47cb5fa985db15be20","packages/zod/src/v4/core/json-schema-processors.ts","typescript",1,668,41,0,6,43,3.54,18,2,79,6,0
"zod","d3c0ec8764ede3aa7f7c7d47cb5fa985db15be20","packages/zod/src/v4/classic/index.ts","typescript",0,6,0,0,1,2,0,0,0,1,0,0
"zod","bee2dc8d4971a5142d6197a01426837e2a57f69d","packages/zod/src/v4/classic/schemas.ts","typescript",1,2410,92,0,8,261,1.15,4,44,626,2,0
"zod","bee2dc8d4971a5142d6197a01426837e2a57f69d","packages/zod/src/v3/locales/en.ts","typescript",0,125,1,0,2,1,54,54,0,10,3,0
"zod","55747b3cd05cd8b60b4f3d6a6348e2c508069c12","packages/zod/src/v4/core/util.ts","typescript",1,979,57,1,4,131,3.16,24,35,148,5,0
"zod","55747b3cd05cd8b60b4f3d6a6348e2c508069c12","packages/resolution/test-resolution.ts","typescript",0,99,6,0,3,0,2,2,12,39,1,0
"zod","65f1f404f644cfc9b7f790d310500a05b9d30ca4","packages/zod/src/v4/core/schemas.ts","typescript",1,4539,26,0,12,336,4.69,14,59,642,7,0
"zod","65f1f404f644cfc9b7f790d310500a05b9d30ca4","packages/zod/src/v4/core/util.ts","typescript",1,967,56,1,4,130,3.14,24,35,148,5,0
"zod","65f1f404f644cfc9b7f790d310500a05b9d30ca4","packages/treeshake/zod-mini-full.ts","typescript",0,9,0,0,1,1,0,0,0,5,0,0
"zod","65f1f404f644cfc9b7f790d310500a05b9d30ca4","packages/zod/src/v3/benchmarks/realworld.ts","typescript",0,64,3,0,2,1,1,1,6,30,0,0
"zod","ca3c8629c0c2715571f70b44c2433cad3db7fe4e","packages/zod/src/v4/locales/ka.ts","typescript",1,124,3,0,3,1,1.33,2,3,15,1,0
"zod","ca3c8629c0c2715571f70b44c2433cad3db7fe4e","packages/zod/src/v4/locales/yo.ts","typescript",0,125,3,0,3,1,1.33,2,3,11,1,0
"axios","d8a919fd81403d59058c0e9dbefc540407dee83f","lib/adapters/http.js","javascript",1,1468,26,0,33,4,5.04,53,81,370,5,0
"axios","d8a919fd81403d59058c0e9dbefc540407dee83f","lib/core/Axios.js","javascript",1,309,5,1,9,1,8,24,6,71,5,0
"axios","d8a919fd81403d59058c0e9dbefc540407dee83f","lib/core/mergeConfig.js","javascript",1,175,9,0,2,1,4,8,16,53,2,0
"axios","d8a919fd81403d59058c0e9dbefc540407dee83f","lib/defaults/index.js","javascript",1,178,2,0,7,1,4.5,6,10,47,0,0
"axios","d8a919fd81403d59058c0e9dbefc540407dee83f","lib/helpers/Http2Sessions.js","javascript",0,122,3,1,2,1,5.33,8,2,18,1,0
"axios","d8a919fd81403d59058c0e9dbefc540407dee83f","sandbox/server.js","javascript",0,131,3,0,3,0,3,6,4,29,0,0
"axios","2d2a21af8a433089474a2149781799c93acbcf3c","lib/adapters/xhr.js","javascript",1,253,2,0,12,1,8,11,9,63,2,0
"axios","2d2a21af8a433089474a2149781799c93acbcf3c","lib/helpers/progressEventReducer.js","javascript",1,55,3,0,3,3,1,1,17,14,1,0
"axios","2d2a21af8a433089474a2149781799c93acbcf3c","lib/helpers/throttle.js","javascript",1,45,4,0,0,1,2,3,4,8,0,0
"axios","2d2a21af8a433089474a2149781799c93acbcf3c","lib/platform/node/index.js","javascript",0,38,1,0,3,1,2,2,1,5,0,0
"axios","2d2a21af8a433089474a2149781799c93acbcf3c","lib/helpers/HttpStatusCode.js","javascript",0,89,0,0,0,1,0,0,1,2,0,0
"axios","d19040bda7a8be2f82c3c6e1a5bc03917daee39a","lib/core/InterceptorManager.js","javascript",1,156,7,1,1,1,2.71,4,8,20,0,0
"axios","d19040bda7a8be2f82c3c6e1a5bc03917daee39a","lib/core/buildFullPath.js","javascript",0,77,4,0,4,1,3,4,7,19,0,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/adapters/fetch.js","javascript",1,644,12,0,12,2,3.92,14,20,125,4,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/adapters/http.js","javascript",1,1408,25,0,33,4,5,49,79,362,5,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/core/Axios.js","javascript",1,302,5,1,9,1,8,24,6,69,5,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/core/dispatchRequest.js","javascript",1,90,2,0,6,1,3.5,4,4,23,1,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/helpers/Http2Sessions.js","javascript",1,120,3,1,2,1,5.33,8,2,16,1,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/helpers/fromDataURI.js","javascript",1,69,1,0,3,1,15,15,1,9,1,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/helpers/resolveConfig.js","javascript",1,106,3,0,10,1,7.33,19,15,48,3,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/helpers/shouldBypassProxy.js","javascript",1,330,11,0,0,1,7.18,17,13,97,4,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/helpers/toFormData.js","javascript",1,287,10,0,4,2,5.3,14,20,75,5,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/utils.js","javascript",1,1030,42,0,1,1,3.9,14,74,155,4,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/adapters/adapters.js","javascript",0,133,3,0,5,1,5.33,12,4,20,2,0
"axios","e0a02dd16671deabe2b809334d4c2ebede29a233","lib/helpers/normalizeURLForProtocolCheck.js","javascript",0,25,1,0,0,1,4,4,2,3,0,0
"axios","39955a6ebed53217a524a3c8c7e5568fc0faa4bd","lib/adapters/http.js","javascript",1,1407,24,0,33,4,5.08,49,79,362,5,0
"axios","39955a6ebed53217a524a3c8c7e5568fc0faa4bd","gulpfile.js","javascript",0,80,1,0,4,4,1,1,2,38,0,0
"axios","529ce70296334a0397f9e45e7dfa5658f6b6fdba","lib/adapters/xhr.js","javascript",1,229,2,0,11,1,5.5,6,8,56,0,0
"axios","529ce70296334a0397f9e45e7dfa5658f6b6fdba","lib/core/buildFullPath.js","javascript",1,89,6,0,3,1,2.67,4,9,22,0,0
"axios","529ce70296334a0397f9e45e7dfa5658f6b6fdba","lib/axios.js","javascript",0,90,1,0,17,1,1,1,3,26,0,0
"axios","529ce70296334a0397f9e45e7dfa5658f6b6fdba","index.d.ts","typescript",0,784,0,4,0,63,0,0,2,2,1,0
"axios","712e02373f1c5ac72fdf5da16f04838338ba817e","lib/core/Axios.js","javascript",1,302,5,1,9,1,7.6,24,6,69,4,0
"axios","712e02373f1c5ac72fdf5da16f04838338ba817e","lib/helpers/ZlibHeaderTransformStream.js","javascript",0,30,2,1,1,1,2,3,2,6,0,0
"axios","609dacd8cce089adc7720e11cd62405adf3b6867","lib/core/InterceptorManager.js","javascript",1,73,5,1,1,1,1.8,3,1,4,0,0
"axios","609dacd8cce089adc7720e11cd62405adf3b6867","lib/core/AxiosHeaders.js","javascript",0,475,32,1,3,1,3.56,13,43,123,6,0
"axios","a092bae50d1884782151b2fcea12974d6da6e376","sandbox/server.js","javascript",1,131,3,0,3,0,3,6,4,29,0,0
"axios","a092bae50d1884782151b2fcea12974d6da6e376","lib/env/data.js","javascript",0,1,0,0,0,1,0,0,4,0,0,0
"axios","3041b8fd1daf17404d1bad1f9d94026ea5ab400b","lib/core/Axios.js","javascript",1,284,5,1,9,1,6.6,19,6,63,3,0
"axios","3041b8fd1daf17404d1bad1f9d94026ea5ab400b","lib/adapters/http.js","javascript",0,1407,24,0,33,4,5.08,49,79,362,5,0
"axios","1de8d518e62e068fffae9a9b54ccba779e2773e8","lib/adapters/http.js","javascript",1,1420,25,0,32,4,4.96,49,80,367,5,0
"axios","1de8d518e62e068fffae9a9b54ccba779e2773e8","lib/helpers/estimateDataURLDecodedBytes.js","javascript",1,106,4,0,0,1,11,30,9,26,3,0
"axios","1de8d518e62e068fffae9a9b54ccba779e2773e8","lib/platform/browser/classes/Blob.js","javascript",0,4,0,0,0,1,0,0,1,0,0,0
"axios","1de8d518e62e068fffae9a9b54ccba779e2773e8","lib/helpers/readBlob.js","javascript",0,16,1,0,0,1,4,4,2,3,0,0
"axios","ff60b43277c32a5b2f7589c917db16d8e043c0d4","lib/core/AxiosError.js","javascript",1,189,6,1,2,2,5.5,12,20,36,2,0
"axios","ff60b43277c32a5b2f7589c917db16d8e043c0d4","lib/helpers/isAbsoluteURL.js","javascript",0,20,1,0,0,1,2,2,1,1,0,0
"axios","3ebc76240c835a07fc6af23cb10d41579371a08f","lib/helpers/shouldBypassProxy.js","javascript",1,326,11,0,0,1,7.18,17,13,97,4,0
"axios","3ebc76240c835a07fc6af23cb10d41579371a08f","lib/helpers/isAxiosError.js","javascript",0,15,1,0,1,1,2,2,1,2,0,0
"axios","a85da2918eb540928b54bb3d57692efc8f2f83f1","lib/utils.js","javascript",1,1018,42,0,1,1,3.83,14,72,150,4,0
"axios","a85da2918eb540928b54bb3d57692efc8f2f83f1","lib/helpers/composeSignals.js","javascript",0,69,3,0,3,1,4.33,5,3,16,1,0
"axios","3d253b4f17a5107e6f274ee5b2e96e03508dceb2","lib/adapters/http.js","javascript",1,1418,25,0,32,4,4.96,49,80,366,5,0
"axios","3d253b4f17a5107e6f274ee5b2e96e03508dceb2","lib/helpers/progressEventReducer.js","javascript",1,55,3,0,3,3,1,1,17,14,1,0
"axios","3d253b4f17a5107e6f274ee5b2e96e03508dceb2","lib/helpers/AxiosURLSearchParams.js","javascript",0,60,2,0,1,1,1.5,2,2,10,0,0
"axios","3d253b4f17a5107e6f274ee5b2e96e03508dceb2","lib/core/AxiosHeaders.js","javascript",0,353,27,1,3,1,3,13,36,101,4,0
"axios","02c2c4f891d76b15712a9edd149a2d9f7978774f","lib/helpers/progressEventReducer.js","javascript",1,55,3,0,3,3,1,1,17,13,1,0
"axios","02c2c4f891d76b15712a9edd149a2d9f7978774f","sandbox/server.js","javascript",0,131,3,0,3,0,3,6,4,29,0,0
"axios","bdba132964d91d2e74341cf0af0a54e4d2346870","lib/helpers/combineURLs.js","javascript",1,16,1,0,0,1,2,2,1,2,0,0
"axios","bdba132964d91d2e74341cf0af0a54e4d2346870","lib/helpers/AxiosTransformStream.js","javascript",0,157,5,1,2,1,4,12,5,27,2,0
"axios","78b5187ee7b6b97e416caf4e116fe7c8d3c2c2ca","lib/core/AxiosHeaders.js","javascript",1,352,27,1,3,1,2.93,13,36,100,4,0
"axios","78b5187ee7b6b97e416caf4e116fe7c8d3c2c2ca","lib/core/mergeConfig.js","javascript",0,160,8,0,2,1,4.13,8,15,47,2,0
"axios","4106dda9abe43bd3a1471b24dd5d0627470570fc","lib/helpers/parseHeaders.js","javascript",1,70,0,0,1,1,0,0,1,11,0,0
"axios","4106dda9abe43bd3a1471b24dd5d0627470570fc","lib/helpers/formDataToStream.js","javascript",0,120,4,1,5,1,4,7,3,31,0,0
"axios","9e5c894ef7a07666b38973cd3031bc51e9924c6a","lib/helpers/composeSignals.js","javascript",1,58,3,0,3,1,4.33,5,3,15,1,0
"axios","9e5c894ef7a07666b38973cd3031bc51e9924c6a","lib/cancel/isCancel.js","javascript",0,6,1,0,0,1,2,2,2,0,0,0
"axios","d45e737718876f3c7a1ad9384693622eb68a739a","lib/helpers/shouldBypassProxy.js","javascript",1,211,9,0,0,1,5.67,9,11,68,2,0
"axios","d45e737718876f3c7a1ad9384693622eb68a739a","lib/core/buildFullPath.js","javascript",0,89,6,0,3,1,2.67,4,9,22,0,0
"axios","3243566a188507e69692d94a36d6fca4a64c6765","lib/core/AxiosError.js","javascript",1,189,6,1,2,1,5.5,12,20,36,2,0
"axios","3243566a188507e69692d94a36d6fca4a64c6765","lib/core/buildFullPath.js","javascript",1,51,4,0,3,1,2.75,4,7,13,0,0
"axios","3243566a188507e69692d94a36d6fca4a64c6765","lib/core/settle.js","javascript",0,28,1,0,1,1,6,6,3,4,0,0
"axios","3243566a188507e69692d94a36d6fca4a64c6765","lib/cancel/CanceledError.js","javascript",0,23,1,1,1,1,2,2,6,2,0,0
"axios","44de1e484dcd65809d13c54d3220fe3de9113d4f","lib/helpers/toFormData.js","javascript",1,286,10,0,3,2,5.2,14,20,73,5,0
"axios","44de1e484dcd65809d13c54d3220fe3de9113d4f","lib/helpers/resolveConfig.js","javascript",0,120,4,0,9,1,6.25,19,16,53,3,0
"axios","debf320ec8387b23edf846de33192b5cc7a257ef","lib/helpers/formDataToJSON.js","javascript",1,120,5,0,3,1,4.4,11,8,23,1,0
"axios","debf320ec8387b23edf846de33192b5cc7a257ef","lib/core/Axios.js","javascript",0,284,5,1,9,1,6.6,19,6,63,3,0
"axios","cf1306a42d97960b635c894c83658f2692e53585","lib/helpers/AxiosURLSearchParams.js","javascript",1,62,2,0,1,1,1.5,2,2,10,0,0
"axios","cf1306a42d97960b635c894c83658f2692e53585","lib/helpers/progressEventReducer.js","javascript",0,55,3,0,3,3,1,1,17,13,1,0
"axios","1792eda11aff8fe0f8c8a6e5ae6ff305740a6460","lib/adapters/http.js","javascript",1,1413,25,0,32,4,4.96,49,79,365,5,0
"axios","1792eda11aff8fe0f8c8a6e5ae6ff305740a6460","lib/helpers/callbackify.js","javascript",0,19,1,0,1,1,2,2,1,9,0,0
"axios","30499d6af0961ec38619792013a534d1933b08a9","lib/adapters/http.js","javascript",1,1411,25,0,32,4,4.96,49,79,365,5,0
"axios","30499d6af0961ec38619792013a534d1933b08a9","lib/helpers/throttle.js","javascript",0,45,4,0,0,1,2,3,4,8,0,0
"axios","e64bcf9c5af231d6f37d8389b1e57ded314fff86","lib/adapters/http.js","javascript",1,1357,22,0,32,3,4.91,48,77,354,5,0
"axios","e64bcf9c5af231d6f37d8389b1e57ded314fff86","lib/core/mergeConfig.js","javascript",0,159,8,0,2,1,4,8,15,47,2,0
"axios","97fb8af785bcdbbc03110429354c365754a072e7","lib/adapters/http.js","javascript",1,1350,22,0,32,3,4.91,48,77,354,5,0
"axios","97fb8af785bcdbbc03110429354c365754a072e7","lib/helpers/sanitizeHeaderValue.js","javascript",0,61,5,0,1,3,2.8,9,13,16,1,0
"axios","885b3e8507b900e69a810686647d0616193edfa9","lib/adapters/http.js","javascript",1,1346,22,0,32,3,4.91,48,77,354,5,0
"axios","885b3e8507b900e69a810686647d0616193edfa9","lib/helpers/composeSignals.js","javascript",0,58,3,0,3,1,4.33,5,3,15,1,0
"axios","e24659d33a600f8e5e610d4074e46b1319e28440","lib/adapters/fetch.js","javascript",1,629,12,0,12,2,3.92,14,20,124,4,0
"axios","e24659d33a600f8e5e610d4074e46b1319e28440","lib/core/AxiosError.js","javascript",1,177,6,1,2,1,5.5,12,19,35,2,0
"axios","e24659d33a600f8e5e610d4074e46b1319e28440","index.d.ts","typescript",0,740,0,4,0,62,0,0,2,2,1,0
"axios","e24659d33a600f8e5e610d4074e46b1319e28440","lib/defaults/index.js","javascript",0,178,2,0,7,1,4.5,6,10,47,0,0
"axios","614f4552a17de757d4171ad7c3bd38c9c1025fd8","index.d.ts","typescript",1,739,0,4,0,62,0,0,2,2,1,0
"axios","614f4552a17de757d4171ad7c3bd38c9c1025fd8","lib/core/Axios.js","javascript",1,283,5,1,9,1,6.6,19,6,61,3,0
"axios","614f4552a17de757d4171ad7c3bd38c9c1025fd8","lib/core/mergeConfig.js","javascript",1,125,7,0,2,1,2.86,5,13,35,2,0
"axios","614f4552a17de757d4171ad7c3bd38c9c1025fd8","lib/defaults/transitional.js","javascript",1,10,0,0,0,1,0,0,4,0,0,0
"axios","614f4552a17de757d4171ad7c3bd38c9c1025fd8","lib/helpers/parseHeaders.js","javascript",0,70,0,0,1,1,0,0,1,11,0,0
"axios","614f4552a17de757d4171ad7c3bd38c9c1025fd8","lib/platform/node/classes/URLSearchParams.js","javascript",0,5,0,0,1,1,0,0,1,1,0,0
"axios","550f0d80a8c0aebaf1ec3a862a9a75287c13f8a3","index.d.ts","typescript",1,738,0,4,0,62,0,0,2,2,1,0
"axios","550f0d80a8c0aebaf1ec3a862a9a75287c13f8a3","lib/adapters/http.js","javascript",1,1257,20,0,32,2,5.15,48,54,317,5,0
"axios","550f0d80a8c0aebaf1ec3a862a9a75287c13f8a3","lib/core/AxiosError.js","javascript",0,177,6,1,2,1,5.5,12,17,35,2,0
"axios","550f0d80a8c0aebaf1ec3a862a9a75287c13f8a3","scripts/axios-build-instance.js","javascript",0,29,0,0,1,1,0,0,1,7,0,0
"axios","32e2515f1e09b649723e4acd89d920df13eee77e","lib/adapters/fetch.js","javascript",1,474,6,0,12,2,6,14,11,95,3,0
"axios","32e2515f1e09b649723e4acd89d920df13eee77e","lib/adapters/http.js","javascript",1,1257,20,0,32,2,5.15,48,54,317,5,0
