repo,commit,file_path,language,has_defect,lines,function_count,class_count,import_count,export_count,avg_complexity,max_complexity,fan_in,fan_out,code_smell_count,has_test
"zod","17d1227ff61ff7c27ea11cd4ce31f84959534c8c","packages/zod/src/v4/core/regexes.ts","typescript",1,202,10,0,1,60,2,4,16,21,1,0
"zod","17d1227ff61ff7c27ea11cd4ce31f84959534c8c","packages/zod/src/v4/classic/parse.ts","typescript",0,83,0,0,2,15,0,0,0,14,0,0
"zod","dc51404b2593b029166fd942319fda769f7ae631","packages/zod/src/v4/classic/schemas.ts","typescript",1,2849,105,0,8,275,1.18,4,120,653,4,0
"zod","dc51404b2593b029166fd942319fda769f7ae631","packages/zod/src/v4/core/api.ts","typescript",1,1841,115,0,6,254,1.12,7,10,135,2,0
"zod","dc51404b2593b029166fd942319fda769f7ae631","packages/zod/src/v4/core/schemas.ts","typescript",1,4907,38,0,12,355,4.92,16,70,706,9,0
"zod","dc51404b2593b029166fd942319fda769f7ae631","packages/zod/src/v4/mini/schemas.ts","typescript",1,2005,104,1,3,268,1.16,4,20,336,2,0
"zod","dc51404b2593b029166fd942319fda769f7ae631","packages/bench/init.ts","typescript",0,90,0,0,4,0,0,0,0,47,0,0
"zod","dc51404b2593b029166fd942319fda769f7ae631","packages/zod/src/v4/locales/lt.ts","typescript",0,242,5,0,3,1,2.4,5,10,28,1,0
"zod","11c9268b6025be7f2220ee83a1c3f28238a50b84","packages/zod/src/v4/core/compile.ts","typescript",1,2020,72,2,9,6,5.36,46,219,563,20,0
"zod","11c9268b6025be7f2220ee83a1c3f28238a50b84","packages/bench/ipv4-regex.ts","typescript",0,47,0,0,1,0,0,0,0,21,0,0
"zod","c9ec89e0025775eabc1528a311ad1c0e8b2051b9","packages/zod/src/v4/core/compile.ts","typescript",1,2011,72,2,9,6,5.33,46,219,560,20,0
"zod","c9ec89e0025775eabc1528a311ad1c0e8b2051b9","packages/zod/src/v4/core/schemas.ts","typescript",1,4933,37,0,12,351,5.3,16,68,710,10,0
"zod","c9ec89e0025775eabc1528a311ad1c0e8b2051b9","packages/zod/src/v4/locales/kh.ts","typescript",0,8,1,0,2,1,1,1,0,3,0,0
"zod","c9ec89e0025775eabc1528a311ad1c0e8b2051b9","packages/bench/object-safe.ts","typescript",0,14,0,0,2,0,0,0,0,6,0,0
"zod","9f0a3d81221e3ab7c09ca4911ef35b54817869a4","packages/zod/src/v4/core/util.ts","typescript",1,1112,64,1,5,138,3.11,24,42,168,5,0
"zod","9f0a3d81221e3ab7c09ca4911ef35b54817869a4","packages/bench/benchUtil.ts","typescript",0,70,6,0,3,8,2.67,10,8,23,0,0
"zod","604464c306f26b21aa77425b3de97d3467d23ae0","packages/zod/src/v4/core/core.ts","typescript",1,171,7,3,3,15,2.43,6,1,21,1,0
"zod","604464c306f26b21aa77425b3de97d3467d23ae0","packages/zod/src/v4/core/util.ts","typescript",1,1093,64,1,5,138,3.06,24,42,165,5,0
"zod","604464c306f26b21aa77425b3de97d3467d23ae0","packages/tsc/extend.ts","typescript",0,47,0,0,0,0,0,0,0,0,0,0
"zod","604464c306f26b21aa77425b3de97d3467d23ae0","packages/zod/src/v4/mini/schemas.ts","typescript",0,2005,104,1,3,268,1.16,4,20,335,2,0
"zod","7378e7cdb67429b4be9c88e93efbda2ea0e59fce","packages/zod/src/v4/locales/da.ts","typescript",1,127,3,0,3,1,1.33,2,3,15,1,0
"zod","7378e7cdb67429b4be9c88e93efbda2ea0e59fce","packages/zod/src/v4/locales/nn.ts","typescript",1,120,3,0,3,1,1.33,2,3,15,1,0
"zod","7378e7cdb67429b4be9c88e93efbda2ea0e59fce","packages/zod/src/v4/locales/no.ts","typescript",1,120,3,0,3,1,1.33,2,3,15,1,0
"zod","7378e7cdb67429b4be9c88e93efbda2ea0e59fce","packages/zod/src/v4/locales/sv.ts","typescript",1,123,3,0,3,1,1.33,2,3,15,1,0
"zod","7378e7cdb67429b4be9c88e93efbda2ea0e59fce","packages/zod/src/v4/locales/ko.ts","typescript",0,125,3,0,3,1,1.33,2,3,15,1,0
"zod","7378e7cdb67429b4be9c88e93efbda2ea0e59fce","packages/bench/object-creation.ts","typescript",0,19,1,1,1,0,1,1,0,5,0,0
"zod","73bacbbb6b83b49b679e141f73f2fd915a514911","packages/zod/src/v4/locales/bn.ts","typescript",1,121,3,0,3,1,1.33,2,3,17,1,0
"zod","73bacbbb6b83b49b679e141f73f2fd915a514911","packages/zod/src/v4/locales/ckb.ts","typescript",1,138,3,0,3,1,1.33,2,3,20,1,0
"zod","73bacbbb6b83b49b679e141f73f2fd915a514911","packages/zod/src/v4/locales/hi.ts","typescript",1,124,3,0,3,1,1.33,2,3,13,1,0
"zod","73bacbbb6b83b49b679e141f73f2fd915a514911","packages/zod/src/v4/locales/kn.ts","typescript",1,124,3,0,3,1,1.33,2,3,17,1,0
"zod","73bacbbb6b83b49b679e141f73f2fd915a514911","packages/zod/src/v4/locales/nn.ts","typescript",1,117,3,0,3,1,1.33,2,3,15,1,0
"zod","73bacbbb6b83b49b679e141f73f2fd915a514911","packages/zod/src/v4/locales/sk.ts","typescript",1,121,3,0,3,1,1.33,2,3,15,1,0
"zod","73bacbbb6b83b49b679e141f73f2fd915a514911","packages/zod/src/v4/locales/tk.ts","typescript",1,110,3,0,3,1,1.33,2,3,14,1,0
"zod","73bacbbb6b83b49b679e141f73f2fd915a514911","packages/zod/src/v4/classic/iso.ts","typescript",0,21,4,0,2,8,1,1,0,6,0,0
"zod","73bacbbb6b83b49b679e141f73f2fd915a514911","packages/treeshake/zod-mini-string.ts","typescript",0,6,0,0,1,0,0,0,0,6,0,0
"zod","8f813b1e83bd11b3efcfca7084655fa473742e1e","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,717,9,0,7,1,18.78,109,24,219,7,0
"zod","8f813b1e83bd11b3efcfca7084655fa473742e1e","packages/treeshake/zod-object.ts","typescript",0,10,0,0,1,0,0,0,0,6,0,0
"zod","e03d8587a16a4c635102b2415bc9dff6ee5f6ecf","packages/zod/src/v4/classic/schemas.ts","typescript",1,2851,105,0,8,275,1.18,4,120,652,4,0
"zod","e03d8587a16a4c635102b2415bc9dff6ee5f6ecf","packages/zod/src/v4/core/json-schema-processors.ts","typescript",1,704,43,0,6,43,3.49,24,8,104,6,0
"zod","e03d8587a16a4c635102b2415bc9dff6ee5f6ecf","packages/zod/src/v4/core/schemas.ts","typescript",1,4860,33,0,12,347,5.18,16,66,697,9,0
"zod","e03d8587a16a4c635102b2415bc9dff6ee5f6ecf","packages/zod/src/v4/core/util.ts","typescript",1,1066,63,1,5,137,3.08,24,42,160,5,0
"zod","e03d8587a16a4c635102b2415bc9dff6ee5f6ecf","packages/zod/src/v4/locales/ms.ts","typescript",0,117,3,0,3,1,1.33,2,3,15,1,0
"zod","e03d8587a16a4c635102b2415bc9dff6ee5f6ecf","packages/treeshake/zod-full.ts","typescript",0,8,0,0,1,1,0,0,0,5,0,0
"zod","0175a043c7dde9238c9984bce4e4c3471a65582c","packages/resolution/src/index.ts","typescript",1,38,0,0,9,0,0,0,0,42,0,0
"zod","0175a043c7dde9238c9984bce4e4c3471a65582c","packages/zod/src/v4/locales/fr.ts","typescript",1,134,3,0,3,1,1.33,2,3,15,1,0
"zod","0175a043c7dde9238c9984bce4e4c3471a65582c","packages/zod/src/v4/core/json-schema.ts","typescript",0,148,0,0,0,11,0,0,0,0,0,0
"zod","0175a043c7dde9238c9984bce4e4c3471a65582c","packages/zod/src/v4/locales/hi.ts","typescript",0,124,3,0,3,1,1.33,2,3,13,1,0
"zod","ba98071c77c242c01a2d8e6d284e4fcfb4bb9a5e","packages/zod/src/v4/classic/schemas.ts","typescript",1,2851,105,0,8,275,1.18,4,120,652,4,0
"zod","ba98071c77c242c01a2d8e6d284e4fcfb4bb9a5e","packages/zod/src/v4/core/api.ts","typescript",1,1841,115,0,6,254,1.12,7,10,134,2,0
"zod","ba98071c77c242c01a2d8e6d284e4fcfb4bb9a5e","packages/bench/object.ts","typescript",0,49,0,0,4,0,0,0,0,32,0,0
"zod","ba98071c77c242c01a2d8e6d284e4fcfb4bb9a5e","packages/zod/src/v4/core/util.ts","typescript",0,1066,63,1,5,137,3.08,24,42,160,5,0
"zod","79cfedea29912cb40d7373f6643fad57480df966","packages/zod/src/v4/locales/fr.ts","typescript",1,134,3,0,3,1,1.33,2,3,15,1,0
"zod","79cfedea29912cb40d7373f6643fad57480df966","packages/bench/memory/leaks.ts","typescript",0,144,2,0,2,0,1.5,2,6,78,0,0
"zod","4d6b5cd3eb36e650fec0586bc085ed7263d43ef4","packages/zod/src/v4/core/json-schema-processors.ts","typescript",1,708,43,0,6,43,3.49,24,7,103,7,0
"zod","4d6b5cd3eb36e650fec0586bc085ed7263d43ef4","packages/bench/memory/survey.ts","typescript",0,81,1,0,2,0,12,12,1,66,1,0
"zod","2abc9e0557343863b9429e29b1b8909591d52f62","packages/zod/src/v4/core/json-schema-processors.ts","typescript",1,681,42,0,6,43,3.48,24,5,101,7,0
"zod","2abc9e0557343863b9429e29b1b8909591d52f62","packages/zod/src/v4/locales/sl.ts","typescript",0,120,3,0,3,1,1.33,2,3,15,1,0
"zod","973b1b44e182ad2eeba50fb57e926c69df67cdb2","packages/zod/src/v4/core/json-schema-processors.ts","typescript",1,664,41,0,6,43,3.46,24,2,97,7,0
"zod","973b1b44e182ad2eeba50fb57e926c69df67cdb2","packages/zod/src/v4/locales/hu.ts","typescript",0,119,3,0,3,1,1.33,2,3,15,1,0
"zod","5e608851fbc7659855e096239e36b9147af8a187","packages/zod/src/v4/core/to-json-schema.ts","typescript",1,714,13,0,6,17,12.38,33,41,99,14,0
"zod","5e608851fbc7659855e096239e36b9147af8a187","packages/zod/src/v3/benchmarks/object.ts","typescript",0,70,0,0,2,1,0,0,0,33,0,0
"zod","4cc4053d28fe6879fa360e2780ab52226202904e","packages/zod/src/v4/core/schemas.ts","typescript",1,4826,32,0,12,346,4.91,16,64,675,8,0
"zod","4cc4053d28fe6879fa360e2780ab52226202904e","packages/zod/src/v4/locales/be.ts","typescript",0,178,4,0,3,1,2.5,6,5,20,1,0
"zod","69be843f4864a6c320fb02a4f58f0e700526553c","packages/zod/src/v4/core/schemas.ts","typescript",1,4819,32,0,12,346,4.91,16,64,675,8,0
"zod","69be843f4864a6c320fb02a4f58f0e700526553c","packages/zod/src/v4/classic/schemas.ts","typescript",0,2833,105,0,8,275,1.18,4,120,644,4,0
"zod","b899cd17eb77bb82f352bb207eff50fcde9ce93a","packages/zod/src/v4/core/schemas.ts","typescript",1,4825,32,0,12,346,4.91,16,64,675,8,0
"zod","b899cd17eb77bb82f352bb207eff50fcde9ce93a","vitest.config.ts","typescript",0,33,0,0,3,1,0,0,0,7,0,0
"zod","d7b209f3928266a3e5cd7d5f8973fc9047be0791","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,702,8,0,7,1,20.38,107,24,217,7,0
"zod","d7b209f3928266a3e5cd7d5f8973fc9047be0791","packages/bench/boolean.ts","typescript",0,17,0,0,2,0,0,0,0,10,0,0
"zod","b53e53ccb3941bd3c8c651b4b1dcf1b5484726b0","packages/zod/src/v4/core/util.ts","typescript",1,1057,62,1,5,136,3.05,24,42,159,5,0
"zod","b53e53ccb3941bd3c8c651b4b1dcf1b5484726b0","packages/zod/src/v4/mini/schemas.ts","typescript",1,1981,103,1,3,266,1.17,4,20,334,2,0
"zod","b53e53ccb3941bd3c8c651b4b1dcf1b5484726b0","packages/zod/src/v3/benchmarks/discriminatedUnion.ts","typescript",0,81,0,0,2,1,0,0,0,32,0,0
"zod","b53e53ccb3941bd3c8c651b4b1dcf1b5484726b0","packages/zod/src/v4/core/index.ts","typescript",0,17,0,0,0,6,0,0,0,0,0,0
"zod","421cc9a507086377f257d76030966371b7b8f1b2","packages/zod/src/v4/locales/en.ts","typescript",1,135,4,0,3,1,2.25,5,5,21,1,0
"zod","421cc9a507086377f257d76030966371b7b8f1b2","packages/treeshake/zod-string.ts","typescript",0,6,0,0,1,0,0,0,0,5,0,0
"zod","4c27fe87976731e2347b0b9daa8f8d5fc8a19ac8","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,696,7,0,7,1,23,107,23,214,7,0
"zod","4c27fe87976731e2347b0b9daa8f8d5fc8a19ac8","packages/bench/memory/leaks.ts","typescript",0,146,2,0,2,0,1.5,2,6,78,0,0
"zod","a106fbe7ae574cbb7045606e173671aad3eb1cd6","packages/zod/src/v4/core/errors.ts","typescript",1,542,12,0,5,42,3.75,12,10,66,10,0
"zod","a106fbe7ae574cbb7045606e173671aad3eb1cd6","packages/zod/src/v4/core/schemas.ts","typescript",1,4821,32,0,12,346,4.84,16,64,675,8,0
"zod","a106fbe7ae574cbb7045606e173671aad3eb1cd6","packages/zod/src/v4/locales/en.ts","typescript",1,132,4,0,3,1,2.25,5,5,21,1,0
"zod","a106fbe7ae574cbb7045606e173671aad3eb1cd6","packages/zod/src/v4/core/json-schema-processors.ts","typescript",0,664,41,0,6,43,3.46,24,2,97,7,0
"zod","a106fbe7ae574cbb7045606e173671aad3eb1cd6","packages/zod/src/v4/mini/external.ts","typescript",0,42,0,0,0,28,0,0,0,0,0,0
"zod","e8034ebafe9dcd4be0af6e7b90f324fafaaa0324","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,692,6,0,7,1,26.83,111,22,212,7,0
"zod","e8034ebafe9dcd4be0af6e7b90f324fafaaa0324","packages/treeshake/example-mini.ts","typescript",0,9,0,0,1,0,0,0,0,9,0,0
"zod","784e5c264284a9424dc7ebdf538ad7bde0c77e4c","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,689,5,0,7,1,31.6,109,20,210,7,0
"zod","784e5c264284a9424dc7ebdf538ad7bde0c77e4c","packages/tsc/bench/object-with-extend.ts","typescript",0,35,0,0,2,0,0,0,1,11,0,0
"zod","97edd70a8f0d34ec6f50e8255713d3d49a106e2c","packages/zod/src/index.ts","typescript",1,5,0,0,1,2,0,0,0,1,0,0
"zod","97edd70a8f0d34ec6f50e8255713d3d49a106e2c","packages/zod/src/v4/classic/index.ts","typescript",1,6,0,0,1,2,0,0,0,1,0,0
"zod","97edd70a8f0d34ec6f50e8255713d3d49a106e2c","packages/zod/src/v4/index.ts","typescript",1,5,0,0,1,1,0,0,0,1,0,0
"zod","97edd70a8f0d34ec6f50e8255713d3d49a106e2c","packages/zod/src/v4/locales/ur.ts","typescript",0,121,3,0,3,1,1.33,2,3,15,1,0
"zod","97edd70a8f0d34ec6f50e8255713d3d49a106e2c","packages/zod/src/v4/locales/eo.ts","typescript",0,120,3,0,3,1,1.33,2,3,15,1,0
"zod","f150020d381ef0b3498bdfcc2a27319b0d6d0057","packages/zod/src/v4/core/json-schema-processors.ts","typescript",1,650,41,0,6,43,3.22,15,2,97,7,0
"zod","f150020d381ef0b3498bdfcc2a27319b0d6d0057","packages/zod/src/v3/standard-schema.ts","typescript",0,114,0,0,0,11,0,0,0,0,0,0
"zod","faf33a2880f21910ef72e3f93636e4fc561fdea4","packages/zod/src/v4/core/schemas.ts","typescript",1,4821,32,0,12,346,4.84,16,64,675,8,0
"zod","faf33a2880f21910ef72e3f93636e4fc561fdea4","packages/bench/single-element-enum.ts","typescript",0,25,0,0,2,0,0,0,0,14,0,0
"zod","3956224a3d445c12f2eb57f0bf3c18d8aa3e6ded","packages/zod/src/v4/classic/compat.ts","typescript",1,71,2,0,2,16,1,1,0,4,0,0
"zod","3956224a3d445c12f2eb57f0bf3c18d8aa3e6ded","packages/zod/src/v4/classic/errors.ts","typescript",1,95,2,0,3,8,1.5,2,4,24,0,0
"zod","3956224a3d445c12f2eb57f0bf3c18d8aa3e6ded","packages/zod/src/v4/locales/bg.ts","typescript",0,130,3,0,3,1,1.33,2,3,15,1,0
"zod","3956224a3d445c12f2eb57f0bf3c18d8aa3e6ded","packages/zod/src/v4/core/config.ts","typescript",0,16,1,0,1,3,2,2,0,2,0,0
"zod","bd18314c6d0e29a7890ecea73e206f8bbca54ec9","packages/zod/src/v4/core/checks.ts","typescript",1,1295,1,0,5,93,2,2,2,126,1,0
"zod","bd18314c6d0e29a7890ecea73e206f8bbca54ec9","packages/zod/src/v4/locales/ota.ts","typescript",0,119,3,0,3,1,1.33,2,3,15,1,0
"zod","2a5164f5e753650c0dca74801c6cde38ca7be7d8","packages/zod/src/v4/core/to-json-schema.ts","typescript",1,672,12,0,6,17,12.67,33,39,95,14,0
"zod","2a5164f5e753650c0dca74801c6cde38ca7be7d8","packages/treeshake/valibot-simple-object.ts","typescript",0,17,0,0,1,0,0,0,0,11,0,0
"zod","0e5bc4b123caf31a5f34a010a36f6f82638f57b1","packages/zod/src/v4/core/regexes.ts","typescript",1,204,10,0,1,60,2,4,16,21,1,0
"zod","0e5bc4b123caf31a5f34a010a36f6f82638f57b1","packages/treeshake/zod-mini-simple-object.ts","typescript",0,19,0,0,1,0,0,0,0,11,0,0
"zod","c8f06d36fc1b56b99c8a12b2a3270394387cb507","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,664,5,0,7,1,31.4,108,20,200,7,0
"zod","c8f06d36fc1b56b99c8a12b2a3270394387cb507","packages/zod/src/v4/mini/checks.ts","typescript",0,33,0,0,0,30,0,0,0,0,0,0
"zod","9a7ecc358b5b9bf9e2a682cf797ae4c14413e5a6","packages/zod/src/v4/core/schemas.ts","typescript",1,4821,32,0,12,346,4.84,16,64,674,8,0
"zod","9a7ecc358b5b9bf9e2a682cf797ae4c14413e5a6","packages/zod/src/v4/locales/en.ts","typescript",1,125,3,0,3,1,1.33,2,3,17,1,0
"zod","9a7ecc358b5b9bf9e2a682cf797ae4c14413e5a6","packages/zod/src/v4/locales/zh-TW.ts","typescript",0,117,3,0,3,1,1.33,2,3,15,1,0
"zod","9a7ecc358b5b9bf9e2a682cf797ae4c14413e5a6","packages/zod/src/v4/locales/hr.ts","typescript",0,133,3,0,3,1,1.33,2,3,15,1,0
"zod","0a76f3d7ba299084e505b55fe7adf65262e86c79","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,664,5,0,7,1,31.4,108,20,200,7,0
"zod","0a76f3d7ba299084e505b55fe7adf65262e86c79","packages/tsc/bench/omit-extend.ts","typescript",0,53,0,0,2,0,0,0,1,19,0,0
"zod","3063993a3317ac8af7a244691b837fce3e53aa96","packages/zod/src/v4/classic/schemas.ts","typescript",1,2817,104,0,8,272,1.18,4,120,640,4,0
"zod","3063993a3317ac8af7a244691b837fce3e53aa96","packages/zod/src/v4/core/schemas.ts","typescript",1,4766,30,0,12,341,5,16,62,667,8,0
"zod","3063993a3317ac8af7a244691b837fce3e53aa96","packages/zod/src/v4/locales/no.ts","typescript",0,117,3,0,3,1,1.33,2,3,15,1,0
"zod","3063993a3317ac8af7a244691b837fce3e53aa96","packages/zod/src/v3/ZodError.ts","typescript",0,344,11,1,3,32,2.55,12,4,27,3,0
"zod","81d9fc6cf47da97ad4ef2c43de02276fba249790","packages/zod/src/v4/classic/external.ts","typescript",1,53,0,0,2,35,0,0,0,4,0,0
"zod","81d9fc6cf47da97ad4ef2c43de02276fba249790","packages/zod/src/v4/classic/schemas.ts","typescript",1,2737,94,0,7,272,1.2,4,86,647,2,0
"zod","81d9fc6cf47da97ad4ef2c43de02276fba249790","packages/zod/src/v3/helpers/errorUtil.ts","typescript",0,9,2,0,0,4,2.5,3,0,0,0,0
"zod","81d9fc6cf47da97ad4ef2c43de02276fba249790","packages/bench/union.ts","typescript",0,30,0,0,2,0,0,0,0,16,0,0
"zod","7708d4471eb2921e89c57ef5ad4785864eeff922","packages/zod/src/v3/types.ts","typescript",1,5139,249,39,9,188,2.56,59,295,854,32,0
"zod","7708d4471eb2921e89c57ef5ad4785864eeff922","packages/zod/src/v4/core/schemas.ts","typescript",1,4786,33,0,12,340,4.79,14,78,689,8,0
"zod","7708d4471eb2921e89c57ef5ad4785864eeff922","packages/zod/src/v4/locales/hy.ts","typescript",0,165,5,0,3,1,1.8,3,11,27,2,0
"zod","7708d4471eb2921e89c57ef5ad4785864eeff922","packages/zod/vitest.config.ts","typescript",0,17,0,0,2,1,0,0,0,4,0,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v3/ZodError.ts","typescript",1,336,11,1,3,32,2.36,10,4,25,2,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/classic/schemas.ts","typescript",1,2738,94,0,7,272,1.2,4,86,648,2,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/core/api.ts","typescript",1,1824,114,0,6,251,1.12,7,10,133,2,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/core/errors.ts","typescript",1,492,9,0,5,42,4.33,11,10,58,6,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/core/json-schema-processors.ts","typescript",1,676,41,0,6,43,3.49,15,2,82,7,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/core/schemas.ts","typescript",1,4759,30,0,12,340,4.93,14,71,673,8,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/core/to-json-schema.ts","typescript",1,624,10,0,6,15,14.3,33,35,90,14,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/core/util.ts","typescript",1,986,57,1,5,131,3.12,24,35,140,5,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/mini/schemas.ts","typescript",1,1948,101,1,3,263,1.16,4,20,329,2,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/core/doc.ts","typescript",0,45,4,1,0,1,2,3,0,13,0,0
"zod","600c690963eeb7199b7f4ce63a4db7c29f0d99c0","packages/zod/src/v4/locales/eo.ts","typescript",0,119,3,0,3,1,1.33,2,3,15,1,0
"zod","e7029aa43b848a14d632bb99394a304a7f205bc9","packages/zod/src/v4/core/errors.ts","typescript",1,464,9,0,5,42,4.11,10,12,56,4,0
"zod","e7029aa43b848a14d632bb99394a304a7f205bc9","packages/treeshake/zod-mini-boolean.ts","typescript",0,5,0,0,1,0,0,0,0,4,0,0
"zod","7f20a26aa216c56f6a673017c87ca4cb105dc23c","packages/zod/src/v4/core/schemas.ts","typescript",1,4753,30,0,12,340,4.9,14,71,672,7,0
"zod","7f20a26aa216c56f6a673017c87ca4cb105dc23c","packages/bench/metabench.ts","typescript",0,228,7,4,6,2,3.29,7,4,74,2,0
"zod","8bb89ea4a0e1878a2d73de921ca459e99086c545","packages/zod/src/v4/core/schemas.ts","typescript",1,4748,30,0,12,340,4.9,14,71,672,7,0
"zod","8bb89ea4a0e1878a2d73de921ca459e99086c545","packages/zod/src/v4/locales/be.ts","typescript",0,177,4,0,3,1,2.5,6,5,20,1,0
"zod","c58764c561893728bc7ce39f36dffb94b4b85387","packages/zod/src/v4/core/schemas.ts","typescript",1,4731,28,0,12,340,5.11,14,61,660,7,0
"zod","c58764c561893728bc7ce39f36dffb94b4b85387","packages/zod/src/v4/classic/external.ts","typescript",0,53,0,0,2,35,0,0,0,4,0,0
"zod","e6c213ec5dd73fa397b94fdca334d238e289a195","packages/zod/src/v3/types.ts","typescript",1,5139,249,39,9,188,2.56,59,295,854,32,0
"zod","e6c213ec5dd73fa397b94fdca334d238e289a195","packages/zod/src/v4/core/regexes.ts","typescript",1,191,9,0,1,59,2.11,4,15,20,1,0
"zod","e6c213ec5dd73fa397b94fdca334d238e289a195","packages/zod/src/v4/locales/ur.ts","typescript",0,120,3,0,3,1,1.33,2,3,15,1,0
"zod","e6c213ec5dd73fa397b94fdca334d238e289a195","packages/zod/src/v4/classic/errors.ts","typescript",0,83,1,0,3,8,1,1,0,13,0,0
"zod","573fcb75f7e08e8789cb9a1dbfa3a6128232d4af","packages/zod/src/v4/classic/from-json-schema.ts","typescript",1,660,5,0,6,1,31.2,107,20,195,7,0
"zod","573fcb75f7e08e8789cb9a1dbfa3a6128232d4af","packages/zod/src/v4/core/json-schema-processors.ts","typescript",1,670,41,0,6,43,3.49,15,2,80,6,0
"zod","573fcb75f7e08e8789cb9a1dbfa3a6128232d4af","packages/zod/src/v4/core/to-json-schema.ts","typescript",1,623,10,0,5,15,14.3,33,35,88,14,0
"zod","573fcb75f7e08e8789cb9a1dbfa3a6128232d4af","packages/zod/src/v4/locales/da.ts","typescript",0,124,3,0,3,1,1.33,2,3,15,1,0
"zod","573fcb75f7e08e8789cb9a1dbfa3a6128232d4af","packages/zod/src/v4/locales/hr.ts","typescript",0,132,3,0,3,1,1.33,2,3,15,1,0
"zod","f722bcddab2bb02bb7c2d801d736f042b99a2cfb","packages/zod/src/v3/ZodError.ts","typescript",1,331,11,1,3,32,2.36,10,4,23,1,0
"zod","f722bcddab2bb02bb7c2d801d736f042b99a2cfb","packages/zod/src/v4/core/errors.ts","typescript",1,456,8,0,5,42,4.63,11,9,49,4,0
"zod","f722bcddab2bb02bb7c2d801d736f042b99a2cfb","packages/tsc/generate.ts","typescript",0,356,4,0,2,6,10,21,12,97,7,0
"zod","f722bcddab2bb02bb7c2d801d736f042b99a2cfb","packages/zod/src/v4/locales/is.ts","typescript",0,120,3,0,3,1,1.33,2,3,15,1,0
"zod","ee7376ad3ac04ede2567a7074762d20b0de1de6d","packages/zod/src/v4/core/regexes.ts","typescript",1,191,9,0,1,59,2.11,4,15,20,1,0
"zod","ee7376ad3ac04ede2567a7074762d20b0de1de6d","packages/zod/src/v4/locales/hu.ts","typescript",0,118,3,0,3,1,1.33,2,3,15,1,0
"zod","fbe8ad1b709460fc45d88fdcb5eca591198de60d","packages/zod/src/v4/classic/iso.ts","typescript",1,91,4,0,2,12,1,1,0,18,0,0
"zod","fbe8ad1b709460fc45d88fdcb5eca591198de60d","packages/zod/src/v4/classic/schemas.ts","typescript",1,2673,94,0,8,264,1.2,4,86,637,2,0
"zod","fbe8ad1b709460fc45d88fdcb5eca591198de60d","packages/zod/src/v4/locales/pl.ts","typescript",0,119,3,0,3,1,1.33,2,3,15,1,0
"zod","fbe8ad1b709460fc45d88fdcb5eca591198de60d","packages/zod/src/v3/helpers/parseUtil.ts","typescript",0,177,13,1,4,24,2.46,9,1,19,0,0
"zod","1fb56a5c18c27102dbc92260a4007c7732a0ccca","packages/zod/src/v4/core/json-schema-processors.ts","typescript",1,667,41,0,6,43,3.46,15,2,80,6,0
"zod","1fb56a5c18c27102dbc92260a4007c7732a0ccca","packages/zod/src/v4/locales/fr.ts","typescript",0,133,3,0,3,1,1.33,2,3,15,1,0
"zod","1cab69383fcdeae2a366d5e2a2fc4d8fc765d168","packages/zod/src/v4/classic/schemas.ts","typescript",1,2671,94,0,8,264,1.2,4,86,637,2,0
"zod","1cab69383fcdeae2a366d5e2a2fc4d8fc765d168","packages/zod/src/v4/core/schemas.ts","typescript",1,4727,28,0,12,340,5.11,14,61,662,7,0
"zod","1cab69383fcdeae2a366d5e2a2fc4d8fc765d168","packages/resolution/vitest.config.ts","typescript",0,16,0,0,2,1,0,0,0,4,0,0
"zod","1cab69383fcdeae2a366d5e2a2fc4d8fc765d168","packages/bench/string.ts","typescript",0,17,0,0,2,0,0,0,0,10,0,0
"zod","b8dffe9e62f17e6571e6249d05cc5102b54d94e4","packages/zod/src/v4/core/schemas.ts","typescript",1,4722,28,0,12,340,5.07,14,61,663,7,0
"zod","b8dffe9e62f17e6571e6249d05cc5102b54d94e4","packages/zod/src/v4/locales/nl.ts","typescript",0,122,3,0,3,1,1.33,2,3,15,1,0
"zod","95ccab423aec720b2523c3a64cdc7e3204537cc7","packages/zod/src/v4/core/schemas.ts","typescript",1,4692,27,0,12,336,5.15,14,59,659,7,0
